036|AUD| 1| Австралийский доллар| 48,0809
944|AZN |1 |Азербайджанский манат| 41,9565
051|AMD| 100| Армянских драмов| 18,1367
933|BYN| 1| Белорусский рубль |26,3274
975 |BGN| 1 |Болгарский лев |38,7368
986 |BRL |1 |Бразильский реал| 13,5013
348 |HUF| 100|Венгерских форинтов |18,8285
